Vienna Teng	Female	Person	US	female vocalists,piano,singer-songwriter,indie,folk,pop,seen live,female vocalist,chillout,female,alternative,vienna teng,american,rock,acoustic,Mellow,taiwanese,indie pop,USA,beautiful,vocal,jazz,favorites,00s,piano pop,chinese,easy listening,Asian,female artists,relax,Classical,Love,vocal jazz,chamber pop,relaxing,female vocals,folk pop,Favorite,female singer-songwriter,japanese,alternative rock,calm,vocalists,taiwan,piano and vocals,Soundtrack,chill,indie rock,melancholic,female vocal,Great Lyricists,Female Voices,ecto,solo artists
Fyfe	Male	Person	GB	electronic,seen live,pop,indie,smooth pop,british,indie pop,All,electronica,UK,indietronica,london,england,folktronica,Manchester,fip,male vocalists,alternative pop,New band of the day,under 2000 listeners,seen live twice,glitch pop,United Kingdom,listen,art pop,new indie,nog luisteren
Crystal Viper		Group	PL	heavy metal,Power metal,Female fronted metal,polish,metal,polish heavy metal,epic heavy metal,female vocalists,seen live,poland,traditional heavy metal,speed metal,polish metal,old school heavy metal,epic metal,need to check out,polish power metal,dobre bo polskie,pure fuckin heavy metal,femme metal,female fronted power metal,heavy metal female fronted metal
Kalafina		Group	JP	j-pop,japanese,female vocalists,anime,kara no kyoukai,Soundtrack,pop,neoclassical,symphonic pop,Yuki Kajiura,JPop,Kalafina,Gothic,symphonic,folk,Symphonic Rock,epic,fantasy,orchestral,japan,Classical,rock,vocal,folk pop,baroque pop,ethereal,female vocalist,J-rock,Kajiura Yuki,ost,celtic,gothic pop,seen live,chamber pop,contemporary classical,Asian,00s,anime ost,beautiful voices,classical crossover,Vocal Pop,neoclassical pop,kuroshitsuji,electronic,classic,beautiful,girl group,group,girlband,symphonic folk,medieval,ethnic,trio,female vocal,10s,Girl Groups,orchestral pop,heavenly,J-music,japan beautiful voices,FictionJunction,HarukaEX S2,instrumental,alternative,piano,amazing,Pop-Rock,<3,god,All,art pop,gothic folk,anison,gothic lolita,TYPE-MOON,symphonic folk rock,valkyriex loves,Scryed Edward Tracks Power
CHVRCHES		Group	GB	synthpop,electronic,electropop,indie,seen live,female vocalists,Scottish,pop,indie pop,british,synth pop,indietronica,scotland,alternative,glasgow,electronica,UK,dream pop,female vocalist,dreamwave,electro,new wave,experimental,dance,10s,chill,Electro Pop,All,synthwave,poptron,chillout,World Music,synth-pop,2010s,United Kingdom,Skitz0rz,uitluisteren artist,holloween skitz0rz,lesbian vegan feminist hardcore
Taylor McFerrin	Male	Person	US	electronic,Neo-Soul,Broken Beat,instrumental hip-hop,soul,seen live,Hip-Hop,indie,jazz,instrumental,alternative,experimental,brainfeeder,electronica,hip hop,downtempo,funk,glitch,beats,chillout,trip-hop,pop,chill,new york,ambient,USA,Fusion,acid jazz,shoegaze,underground hip-hop,contemporary jazz,Brooklyn,improvisation,american,NYC,fip,jazzy,male vocalists,dj,singer-songwriters,producer,beatbox,10s,Glastonbury 2010,glasto 2010,wonky,All,freak-folk,future hip-hop,brooklyn NY,list,somafm,freakfolk,musician,ish,miraculous circumaural haze,bbb,multiinstrumental,loops3n,na koncercie bylem pilem i dobrze sie bawilem,na koncercie bylem i zaluje bo sie wynudzilem,wondercore
Until the Ribbon Breaks		Group		electronic,alternative rnb,british,rnb,pop,Hip-Hop,seen live,indie pop,United Kingdom,electronica,trip-hop,indie,alternative,experimental,downtempo,indietronica,beats,rhythm and blues,alternative pop,alternative hip-hop,welsh,wales,SXSW 2014,sxsw 2015,industrial pop,electronic rock,try,experimental hip-hop,art pop,need to hear,From: UK,music i tried but didnt like,prio2
Ladytron		Group	GB	electronic,Electroclash,electropop,synthpop,electronica,seen live,electro,indie,female vocalists,british,dance,alternative,synth pop,pop,new wave,ladytron,indie pop,UK,dream pop,indie rock,indietronica,Electro Pop,liverpool,rock,synth,indie electronic,chillout,00s,english,female vocalist,experimental,shoegaze,trip-hop,female vocals,electro-pop,female,ambient,favorites,britpop,bulgarian
Jimmy Jam & Terry Lewis				
CeeLo Green	Male	Person	US	soul,funk,Hip-Hop,seen live,hip hop,rnb,pop,american,rap,male vocalists,USA,Awesome,r&b,rhythm and blues,00s,10s,southern rap,All,Merry Christmas,heavy metal,experimental,singer-songwriter,christmas,90s,check,producer,Gnarls Barkley,5 Stars,Neo Soul,Neo-Soul,Danger Mouse,misc,pop rap,2010s,actor,Officially Shit,us,atlanta,Cee Lo Green,great live,rape,georgian,hardcore hip hop,spotify,contemporary rnb,done,retro-soul,pop soul,'00s,rhythm'n'blues,seen em,ceelo,cee lo,livelivelive,relevant magazine christmas,soul or funk,ceelo green,rape enthusiast
The Hollies		Group	GB	60s,classic rock,british,rock,oldies,british invasion,pop,The Hollies,psychedelic,pop rock,Rock and Roll,beat,70s,Psychedelic Rock,merseybeat,soft rock,male vocalists,UK,rock n roll,seen live,hollies,psychedelic pop,mod,60s rock,classic,Manchester,60's,english,sixties,80s,Pop-Rock,1960s,sunshine pop,classic pop,british rock
Velvet Eden		Group	JP	darkwave,visual kei,Gothic,J-rock,industrial,japanese,electronic,jrock,j-goth,dark wave,electronica,synthpop,disbanded,Velvet Eden,japanese rock,Gothic Rock,rock,japan,seen live,experimental,electro,dark,Asian,dark electro,J-industrial,male vocalist,male vocalists,futurepop,j-pop,angura kei,VK,valkyriex powerr,valkyreiex power,Japanese Industrial,j-electro,japanese goth,unforgettable songs from when i was a teenager,Hora,haruka,harukaex,harukaex s2i,valkyriex power,HarukaEX S2,cronowish power,valkyriex loves,valkyeriex loves,Scryed Edward Tracks Power,suavesfabio power,valkyriex love,harukaexS2,valkyeriex power
Blood Orange		Group	CH	chillwave,indie,seen live,rnb,alternative rnb,indie pop,funk,electronic,r&b,alternative,new wave,soul,british,synthpop,indie rock,Lo-Fi,pop,dream pop,dev hynes,r'n'b,synth funk,electronica,smooth pop,electropop,jazz,london,american,english,2010s,Soundtrack,rock,folk,new york,sexy,england,funky,live,Gothic Rock,post-dubstep,All,prog-rnb,Hip-Hop,chillout,trip-hop,male,chill,country,80s,alternative rock,Surf,ambient,experimental,singer-songwriter,UK,favorites,solo,urban,post-punk,baroque pop,romantic,Gothic,minimal,psychedelic,Dreamy,Progressive,gay,ethereal,favourite,glam,male vocalists,check,rhythm and blues,deathrock,surf rock,alternative pop,90's,2013,producer,post-hardcore,falsetto,to listen,Neo Soul,Neo-Soul,sweet,checkout,sweet voice,radio paradise,radioparadise,10s,magic,electro-pop,<3,lush,colours,orange,coachella,United Kingdom,x,Ilford,afro
Luminous Orange		Group	JP	shoegaze,japanese,indie,dream pop,J-rock,indie rock,female vocalists,shoegazer,rock,alternative,noise pop,japan,J-Indie,Japanese Shoegaze,j-shoegaze,newgaze,j-gaze,alternative rock,noise,female vocalist,dreampop,Japanese Indie,nugaze,Bossa Nova,experimental,nu-gaze,shibuya-kei,pop,noise rock,post-rock,90s,post rock,j-pop,checkout,Neo-Psychedelia,All,SXSW2007,dreamgaze,yokohama,asciiecho
Beatburger				
Angra		Group	BR	Power metal,Progressive metal,metal,melodic metal,heavy metal,brazilian,symphonic metal,progressive power metal,speed metal,seen live,brazilian metal,Angra,brazil,Progressive,rock,brasil,Melodic Power Metal,symphonic power metal,Progressive rock,power,folk metal,melodic speed metal,90s,melodic,andre matos
Alekhine's Gun				
Therion		Group	SE	symphonic metal,Gothic Metal,death metal,metal,Progressive metal,seen live,swedish,heavy metal,Power metal,Gothic,Operatic Metal,melodic metal,doom metal,Melodic Death Metal,opera metal,therion,Sweden,Female fronted metal,Swedish Metal,symphonic,symphonic death metal,orchestral metal,epic metal,black metal,rock,female vocalists,folk metal
Tyrese	Male	Person		rnb,soul,tyrese,rhythm and blues,r and b,male vocalists,r&b,love songs,Hip-Hop,slow jams,90s,male vocalist,american,sexy,Neo-Soul,sensual,smooth,RNB SOUL,hip hop,Love,pop,rap,favorites,quiet storm,r'n'b,contemporary rnb,seen live,emo,singer-songwriter,slow,new wave,urban,funk,blues,beautiful,Mellow,new jack swing,romanticas,Usher,romance,actor,RandB,Mario,r-n-b,guys I would fuck,Ray J,I WANT TO FUCK THIS SONG,Music I have to know so the 10 year olds I tutor in Roxbury do not make fun of me,sexy smooth,moodmusic,Black Ty,baby making musik
Mr. Little Jeans	Female	Person		electropop,female vocalists,indie,pop,electronic,indie pop,if this band doesnt get huge i will buy a hat and eat it,norwegian,synthpop,mr little jeans,electronica,seen live,indietronica,scandinavian,female vocalist,chillwave,All,Synthetic,downtempo,download,glitch-hop,pretty,favourite,underrated,female vocal,Norway,best,english,indie-pop,2010s,background music,to check out,syntpop,relevant magazine,again,check em out,grimstad,no hits,private:watchlist,via:8tracks,FREE DOWNLOADS FROM FEMALE VOCALISTS AND FEMALE FRONTED BANDS,a person who is still super into rushmore and wes in general
Lyla Foy	Female	Person	GB	seen live,singer-songwriter,female vocalists,indie,dream pop,pop,british,indie pop,UK,unsigned,under 2000 listeners,United Kingdom,female,alternative,england,indie folk,female vocalist,dreampop,check out,robots,sub pop,checkout,subpop,Sirens of Song,All,-,listen to later,female guitarists,relevant magazine,post-experimental,bust,sub,British Girls,seen live - botanique 2014,englezoaica urata,mmm - music,lyla foy,FREE DOWNLOADS FROM FEMALE VOCALISTS AND FEMALE FRONTED BANDS,oldwick
EXID		Group	KR	k-pop,Korean,female vocalists,Kpop,pop,girl group,Exid,dance,Asian,2012,girlband,Female Group,female vocals,10s,south korea,Korea,Korean Pop,Asian Pop,2018,LinaMuzik91,Hip-Hop,chillout,seen live,female,sexy,relaxed,girls,Energetic,Electro Pop,smooth,synthpop,rnb,glam,k-music,2NE1,dance pop,hot,2013,love at first listen,2010s,girl band,<3,Girl Groups,2016,2014,2015,All,tahiti,lounge pop,pop ballad,pretty cool,eastern,amazing vocals,Korean girl group,Hani,asian music,girlgroup,light-hearted,2010s pop,LE,2017,Rania,shinsadong tiger,korean female vocalists,Korean girlsband,asian female vocalists,korean girl groups,asian group,koreanski pop,CUTEGIRLS,musical journey to the ends of time,10s pop,amazing rapper,aoa,Dami,1M,2w,not 2NE1 wannabe,Sinsadong Tiger,asian girl groups,Solji,hyerin,junghwa,donas da porra toda,haeryung,yuzi,yedang entertainment,allkpop,k-pop ,2010s girl groups,10s girl groups,10s k-pop,best of 10s pop,2012 debuts,best of 2010s pop,LMA16,lma16 top10,kpop girl group
Alpine		Group	AU	indie,australian,synthpop,alternative,synth pop,indie rock,seen live,indie pop,new wave,psychedelic pop,pop,female vocalists,electronic,australia,melbourne,alternative rock,psychedelic,rock,electro,All,electronica,punk,indie electronic,pop rock,indietronica,dream pop,post-hardcore,BIRP,electropop,female,80s,ambient,dance,happy,Love,post-punk,soft rock,techno,tech house,groove,synth,girls,singers,summer,punk rock,pop punk,Like,Progressive House,fun,nice,zurich,female vocals,Uplifting,live,00s,oz,alternative dance,vocalists,Aussie,harmonies,independent,naked,amazing radio,victoria,indie dance,Phoenix,lykke li,forest,brunswick,alpine,revisit,psychadelic,famous,Lali Puna,seen live x2,Post-punk revival,full tracks,Dance-Rock,Unearthed,vic,tim,done,triple j,triple j unearthed,the xx,jean,relevant magazine,aus,Splendour in the Grass 2011,On the Radar,independent label,hype machine,if this band doesnt get huge i will buy a hat and eat it,Triple r,australian band,Fitzroy,Ivy League,more than one artist with this name,Cloud control,goldroom
Superhumanoids		Group		indie,indie pop,electronic,seen live,pop,creative commons,american,female vocalists,los angeles,electronica,electropop,rock,krautrock,California,chillwave,Soundtrack,classic rock,soul,60s,alternative,indie rock,indie electronic,singer-songwriter,USA,electro,new wave,synth pop,post-punk,synth,dream pop,oldies,male vocalists,00s,lesser known yet streamable artists,under 2000 listeners,Indietronic,10s,2010s,LA,SoCal,sxsw 2012,All,seen live 2010,seen live 2011,relevant magazine,nu-bluz,lax,fyfest 2010,electrosynth,Nu-Bluz Funky Grooves in the E-Lounge,neu entdeckt,skins us
alt-J		Group		indie,electronic,seen live,british,alternative,indie pop,indie rock,experimental,alternative rock,rock,art pop,art rock,pop,folktronica,indietronica,folk,male vocalists,english,Leeds,UK,Experimental Rock,psychedelic,10s,psychedelic folk,black metal,electronica,00s,math rock,Avant-Garde,alternative pop
Kanye West	Male	Person		Hip-Hop,rap,hip hop,rnb,Kanye West,seen live,Gay Fish,american,pop,chicago,hiphop,soul,electronic,producer,gayfish,alternative,male vocalists,00s,kanye,indie,rock,urban,experimental,dance,r&b,alternative rap,pop rap,electronica,alternative hip-hop,good music
The Knife		Group	ES	electronic,synthpop,swedish,electronica,electro,indie,seen live,female vocalists,experimental,electropop,dance,alternative,Electroclash,pop,synth pop,scandinavian,Sweden,the knife,ambient,indietronica,00s,chillout,trip-hop,synth,techno,idm,dark ambient,psychedelic,indie electronic,Electro Pop,dark,indie pop
Super Junior		Group	KR	k-pop,Korean,Super junior,Kpop,sm town,pop,SuJu,boyband,male vocalists,sm entertainment,dance,boybands,seen live,male,Asian,Korean Pop,SMTOWN,boy band,Sungmin,donghae,YeSung,eunhyuk,<3,Korea,leeteuk,KyuHyun,heechul,siwon,k-music,KANGIN,RyeoWook,please let me lick you,sj,asian music,sexy,shindong,Love,Awesome,boybands with lickable members,kibum,hangeng,sm,favorites,guilty pleasure,addicting,group,korean music,amazing,rnb,hot,Perfection,tasty boys,k-crazy,j-pop,male vocals,my life,absolute love,korea makes rap listenable,musicians with extremely sexy voices,super junior T,SuperJunior,korean heroes,super junior is epic win,super junior m,happy,catchy,super,bringing sexy back,00s,love at first listen,LOVE LOVE LOVE,exciting,EPIC WIN,south korean
東方神起		Group	KR	k-pop,Korean,Kpop,DBSK,Dong Bang Shin Ki,TVXQ,pop,j-pop,Tohoshinki,male vocalists,boyband,JPop,japanese,seen live,sm town,Asian,male,dance,Ballad,Korean Pop,rnb,SMTOWN,Love,sm entertainment,DBSG,Yunho,Jaejoong,Korea,sexy,guilty pleasure,<3,please let me lick you,Changmin,TVfXQ,bringing sexy back,boy band,musicians with extremely sexy voices,group,tasty boys,junsu,Dong Bang Shin Gi,Yoochun,korean music,DBSK-TVXQ,best boyband ever,a cappella,k-music,korean artists,male group,favourite,male vocalist,hot,Favorite,I love,THSK,boybands with lickable members,electronic,Awesome,r&b,duo,Acapella,boysband,hotties,sm,definitely good for the health,unforgettable songs from when i was a teenager,micky,male lead singers with sexy voices,korean ballad,xiah,dongbangshinki,valkyriex power,HarukaEX S2,cronowish power,valkyriex loves,Scryed Edward Tracks Power,suavesfabio power,valkyriex love,korean boybands
Earth, Wind & Fire		Group	US	funk,soul,Disco,70s,rnb,dance,american,80s,seen live,rhythm and blues,pop,jazz,r&b,funky,groove,chicago,oldies,male vocalists,rock,Earth Wind and Fire,classic rock,earth wind fire,Smooth Soul,Soul and Funk,urban,Illinois,jazz-funk,Earth,USA,groovy
Gregory and the Hawk	Female	Person	US	indie,acoustic,female vocalists,folk,indie pop,singer-songwriter,alternative,Mellow,indie folk,seen live,pop,beautiful,american,gregory and the hawk,female vocalist,indie rock,gilbert,Awesome,soft,chill,favorites,folktronica,lovely,USA,Love,amazing,folk rock,female vocals,folk pop,mellow Indie,chillout,female,rock,emo,twee,pretty,check out,music to fall asleep to,gilbert linley,sexy,easy listening,quiet,Favorite,sweet,girls that rock,thinking music,pretty music,beautiful indie
Straylight Run		Group	US	emo,indie,seen live,alternative,rock,indie rock,piano rock,alternative rock,Straylight Run,punk,piano,indie pop,favorites,screamo,american,female vocalists,Mellow,punk rock,pop,hardcore,new york,acoustic,Long Island,experimental,Love,Awesome,pop punk,electronic,emocore,singer-songwriter,00s,folk,Favorite Artists,female vocalist,Favorite,bands ive seen live,chillout,Favourites,post hardcore,john nolan,female vocals,Pop-Rock,Emo rock,my music,taking back sunday,chill,Favorite Bands,hard rock,amazing,soft,good,male vocalists,boys and girls singing together,Good Stuff
Lang Lang	Male	Person	CN	piano,Classical,classical piano,instrumental,lang lang,pianist,seen live,chinese,China,classic,contemporary classical,orchestral,Klassik,film score,Classical pianist,chinese classical,beautiful,Awesome,Asian,master,artistartist,ambient,fast,cute,classique,Contemporary,new age,loud,violin,genius,new,composer,amazing,emotional,male vocalists,video game music,to listen,check out,piano music,Virtuoso,movie soundtrack,lang,Piano virtuoso,beethoven,Myjukebox,Chopin,tchaikovsky,20th Century,classical music,good looking,pianists,Clasica,new discovery,met in person,piano and keyboards,Favorite artist,rachmaninov,moon in the window,21st century,classical interpreters,pianiste,Key Players,now available on last-fm radio 08q1,chinese people,chinese yet classical,Soft Piano,The Painted Veil,people he is,piano players,iree pianist,por escuchar,sitrc: double double,parentheticals,other good music,neue schule,people that are alive,people from china,classical piano players,Spring Flowers in the moonlight on the river,artiest,-artist,klassikakzente,l lang,Lang Lang the greatest,Chinese patriotic music,130626
Klassisk Musik Orkester				
Elitist		Group	US	Progressive Metalcore,metalcore,Sludge,Technical Metalcore,hardcore,DJENT,metal,Progressive,deathcore,Progressive metal,Progressive deathcore,Crust,sludge metal,grindcore,american,Technical Metal,melodic metalcore,USA,epic,hardcore punk,mathcore,sludgecore,black metal,post-hardcore,math metal,Grind,hot shit,Technical Deathcore,makes my balls explode
Franz Schubert	Male	Person	AT	Classical,romantic,piano,composers,instrumental,austrian,composer,classic,schubert,Franz Schubert,Romantic Classical,romanticism,19th century,Austria,opera,Klassik,classical music,lieder,chamber music,german,romantic period
Franz Joseph Haydn	Male	Person	AT	Classical,baroque,composers,austrian,classic,composer,instrumental,haydn,symphony,franz joseph Haydn,classical period,classicism,Klassik,Austria,classical music,classique,classical era,18th century,piano
Pyotr Ilyich Tchaikovsky	Male	Person	RU	Classical,romantic,russian,composers,instrumental,composer,classic,piano,tchaikovsky,ballet,Russia,classical music,Romantic Classical,Pyotr Ilyich Tchaikovsky,baroque,opera,romanticism,19th century
Sergei Rachmaninoff	Male	Person	RU	Classical,piano,russian,romantic,composers,composer,instrumental,classic,classical piano,Sergei Rachmaninoff,Russia,pianist,Rachmaninoff,20th Century Classical,Romantic Classical,romanticism,20th Century,opera,Post-Romantic,symphony,classical music,contemporary classical,19th century,late romantic,genius
Fur Elise				indie,Classical,seen live,pop,indie pop,beautiful,under 2000 listeners,heavenly,schlau machen
David Kates	Male	Person		video game music,Soundtrack,ambient,game soundtrack,USA,California,under 2000 listeners,score,mass effect
EA Games Soundtrack				
Sam Hulick	Male	Person	US	Soundtrack,video game music,electronic,game soundtrack,instrumental,composer,ambient,spotify,modern classical,mass effect,american,contemporary classical,Game Music,United States,score,chillout,Classical,USA,electro,new age,orchestral,video game,male vocalists,game,composers,symphonic,videogame,neo-classical,film score,Illinois,gaming,video games,videogame soundtrack,All,classical crossover,video game composers,mass effect 3,yy,me3
As Cities Burn		Group	US	post-hardcore,hardcore,screamo,christian,seen live,post hardcore,indie,rock,metalcore,emocore,indie rock,emo,Progressive rock,experimental,alternative,christian rock,metal,Progressive,alternative rock,Christian Hardcore,american,as cities burn,not screamo,melodic hardcore,USA,post rock,christian post-hardcore,post-rock,tooth and nail,mall emo,ambient,Love,alternative metal
Vattnet Viskar		Group	US	black metal,atmospheric black metal,Sludge,Post-Metal,ambient black metal,Post-Black Metal,american,seen live,USA,doom metal,sludge metal,United States,USBM,post-rock,Doom,dark ambient,All,Atmospheric Sludge,blackened sludge,atmospheric sludge metal,hipster black metal,metal,ambient,atmospheric,Post-Black,blackened doom metal,Blackened Folk Metal,post metal,US Black Metal,schlau machen,blackgaze,pitchfork,British Black Metal,usa black metal,blackened sludge metal,transcendental black metal,New England Black Metal,new bands 2012,Black-metal-atmospherique,blackened post-metal,plaistow,gay nigger black metal
Thy Art Is Murder		Group	AU	deathcore,Technical Deathcore,death metal,australian,hardcore,seen live,Technical Death Metal,metal,brutal deathcore,metalcore,technical,grindcore,australia,Progressive deathcore,Brutal as Fuck
Soulfly				thrash metal,metal,seen live,Nu Metal,metalcore,hardcore,groove metal,Tribal Metal,heavy metal,alternative metal,brazilian,Nu-metal,rock,death metal,Soulfly,max cavalera,alternative,trash metal,thrash,american,tribal,brazil,crossover,hard rock,tribal thrash metal,punk,Cavalera,alternative rock
Soilwork		Group	SE	Melodic Death Metal,metal,death metal,seen live,swedish,metalcore,gothenburg metal,Swedish Metal,heavy metal,modern metal,thrash metal,melodic metal,Soilwork,alternative metal,Modern Melodic Death Metal,Sweden,rock,gothenburg,melodic death,Progressive metal
Slayer		Group	US	thrash metal,metal,seen live,speed metal,heavy metal,thrash,death metal,american,Slayer,trash metal,rock,80s,USA,old school thrash metal,hardcore,bay area thrash metal
Skyharbor		Group	US	Progressive metal,DJENT,math metal,experimental,Indian,seen live,metal,ambient,Progressive,Progressive rock,mathcore,Technical Metal,Indian Metal,metalcore,progressive math metal,atmospheric,FUCKING AWESOME,experimental metal,thall
Skraeckoedlan		Group	SE	Stoner Rock,stoner metal,psychedelic,stoner,fuzz rock,Psychedelic Rock,seen live,swedish,rock,Sweden,Progressive rock,Sludge,fuzz,experimental,Progressive metal,doom metal,Progressive,sludge metal,psychadelic,heavy psych,All,borlange,fuzz-rock,norrkoping,Psychedellic Rock,metal liszaj radio,fuzzience-fiction rock
Sepultura		Group	BR	thrash metal,metal,death metal,brazilian,heavy metal,seen live,groove metal,thrash,hardcore,rock,brazil,Sepultura,trash metal,Tribal Metal,alternative metal,Nu Metal,brazilian metal,max cavalera,80s,black metal,metalcore,tribal,speed metal,brasil
Raise Hell		Group	SE	thrash metal,black metal,blackened thrash metal,metal,swedish,death metal,melodic black metal,seen live,Melodic Death Metal,heavy metal,black Thrash metal,Swedish Metal,black/thrash metal,Sweden,Blackened Thrash,thrash,swedish black metal,scandinavian metal,true metal,Melodic Thrash Metal,Black - Thrash Metal,stockholm,Pure Metal,swedish thrash metal,Death - Thrash,melodic,death,great,Musik,Black,trash metal,Recent Metal,Swedish Death Metal,death n roll,spotify,Altar of the Metal Gods,Swedish Heavy Metal,Some Damn Good Music,black metal from sweden,black - thrash,Altar of the Metal Gods Black Metal,Altar of the Metal Gods Thrash Metal,divz,Cantow,MY FAVOURITE THRASH METAL BAND,Raise Hell
Parkway Drive		Group	AU	metalcore,hardcore,seen live,melodic metalcore,australian,metal,deathcore,screamo,Melodic Death Metal,melodic hardcore,post-hardcore,australian metalcore,australia,Parkway drive,aussie hardcore
Paradise Lost		Group	US	Gothic Metal,doom metal,metal,death metal,seen live,Gothic,british,Death Doom Metal,Gothic Rock,rock,heavy metal,Gothic Doom Metal,Doom,death-doom metal,Progressive metal,Paradise Lost,doom death metal,english,dark rock,melodic metal,alternative,melancholic,hard rock,electronic,synthpop,Dark metal,doom-death metal,UK,england,death doom,goth,Melodic Death Metal,90s
Maroon 5		Group	US	rock,pop,pop rock,alternative,alternative rock,seen live,maroon 5,indie,american,male vocalists,funk,Pop-Rock,soft rock,00s,indie rock,Funk Rock,favorites,punk,Maroon5,soul,singer-songwriter,dance,Love,USA,emo,indie pop,jazz,California,classic rock,punk rock,Acoustic Rock,chill,acoustic,male vocalist,electronic,male,britpop,metal,english
Jajnov				
Moisés Nieto	Male	Person		Soundtrack,instrumental,piano,new age,anime,Videogames,vgmusic,piano cover,youtuber
Saliva		Group	US	hard rock,rock,Nu Metal,alternative rock,metal,alternative,alternative metal,post-grunge,Nu-metal,seen live,Saliva,american,rapcore,heavy metal,Southern Rock,Grunge,Post Grunge,rap metal,punk,00s,Tennessee,indie,USA,90s,Hard
My Dying Bride		Group	GB	doom metal,Gothic Metal,death metal,metal,melancholic,seen live,Death Doom Metal,Doom,british,Gothic,Gothic Doom Metal,death-doom metal,doom death metal,depressive,death doom,dark,english,Progressive metal,atmospheric,My Dying Bride,Melodic Death Metal
Miss May I		Group	US	metalcore,deathcore,post-hardcore,hardcore,metal,seen live,melodic metalcore,american,screamo,Melodic Deathcore,christian,death metal,USA,<3,Melodic Death Metal
Metal Allegiance				
Leprous		Group		Progressive metal,Avant-garde Metal,seen live,Avant-Garde,extreme progressive metal,progressive death metal,Progressive rock,norwegian,metal,Progressive,experimental,Norway,norwegian metal,experimental metal,alternative metal,death metal
Lamb of God		Group	US	metalcore,groove metal,metal,thrash metal,death metal,seen live,heavy metal,hardcore,american,Melodic Death Metal,Pure American Metal,lamb of god,new wave of american heavy metal,rock,thrash,NWOAHM,USA,trash metal,american metal,Post-Thrash,Progressive metal,thrashcore,black metal,deathcore,hard rock,Modern thrash metal,not metalcore,mallcore,speed metal
Kelly Osbourne	Female	Person	GB	pop,rock,female vocalists,punk,electronic,pop rock,dance,british,female,Kelly Osbourne,seen live,pop punk,00s,synthpop,alternative,electro,emo,new wave,electronica,alternative rock,Officially Shit,american,Pop-Rock,electropop,female vocalist,USA,punk rock,Guilty Pleasures,english,Ozzy Osbourne,indie,indie pop,indie rock,UK,female rock,singer-songwriter,britpop,Pop-punk,boobs,Kill me now,someone in my family is famous,chillout,power pop,synth pop,post-punk,girls,club,fun,female vocals,cool,Crap,teen pop,idols,all things annoying in the world put together into one stupid bitch,Punk-Rock,top artists,reality tv,girl punk,talentless,bitch,cant sing,FLOP,anger and bitterness,cow,girliness,Bubblegum and Pigtails,i live with a popular person
Kataklysm		Group	CA	death metal,Melodic Death Metal,Brutal Death Metal,seen live,Canadian,metal,Northern Hyperblast,Technical Death Metal,canada,thrash metal,death,canadian death metal,canadian metal
Iron Maiden		Group	GB	heavy metal,metal,NWOBHM,seen live,hard rock,rock,british,Power metal,classic rock,Iron Maiden,New Wave of British Heavy Metal,80s,classic metal,Progressive metal,British Metal,UK,heavy,melodic metal
Gorgoroth		Group	NO	black metal,Norwegian Black Metal,norwegian,True Norwegian Black Metal,metal,seen live,Norway,true black metal,death metal,satanic black metal,satanic,melodic black metal,raw black metal,anti-christian
Ensiferum		Group	FI	folk metal,viking metal,Melodic Death Metal,finnish,seen live,metal,death metal,Power metal,finnish metal,pagan metal,folk,black metal,epic metal,Viking Folk Metal,finland,Ensiferum,battle metal,epic,heavy metal,melodic metal,heroic folk metal,Viking,symphonic metal
Disturbed	Male	Person		metal,Nu Metal,hard rock,rock,alternative,seen live,alternative metal,heavy metal,Nu-metal,alternative rock,Disturbed,american,hardcore,industrial,metalcore,thrash metal,new metal,industrial metal,USA,punk,punk rock,death metal,Progressive metal,emo
Deafheaven		Group	US	black metal,Post-Black Metal,atmospheric black metal,shoegaze,experimental,seen live,blackgaze,post-rock,experimental black metal,Post-Metal,screamo,metal,american,post black metal,hipster black metal,atmospheric,nsbm,psychedelic black metal,USA,ambient dildocore,music to listen while pederasting,dr gay and his gang of faggots,shit,approximately 1000 times less pleasant than EXTREME ANAL CAVING,I would rather beat myself to death with a hammer than listen to this,as awesome has having testicles in your face when you wake up,Spermgrind,Female fronted metal,queercore,homocore,Officially Shit,USBM,all things annoying in the world put together into one stupid bitch,the worst thing ever to happen to music,hiv positive,national socialist black metal,goatse,They look like serial prostitutes with fake dildos to scare little kids,More Gay Than a San Fransisco Man in a Hawaiian Shirt Sniffing Some Liquid Gold and Watching Sex in the City,music to suck cock to,homoerotic,colossal faggot,i would rather eat shit for the rest of my life than listen to this,music to have anal sex to,hair metal,Reggaeton,female vocalist,goregrind,Brutal Death Metal,brutal deathcore,shit only a fag would listen to,shit only a retard would listen to,I hope you get shot,Fashioncore,dildocore,antifa,everytime you listen to this crap a truck hits a granny,micropenis,melodic dildocore,raped in public by Barney,worse than brokencyde,Satanic dildocore,fart machine,brutal fagcore,slamming guttural satanic buttcore,progressive black metal,depressive black metal,crimes against humanity,When I listen to them I dont have to buy peptobysmol anymore,trashbag filled with vomit,rapes my ears,shit being pumped into my head through a fire hose,post-hardcore,ambient,gay,Skinhead,RAC,deathcore,deathgrind,FAGGOT,crunkcore,nazi,pink metal,moshcore,best shit ever existing in the whole world makes me vomit over my daddys pussy while i listen to the popes earcream following the dark lord to my grandmummies treassure in an iland of dicksucking faggot frogs having silver eyebrows,gay nigger black metal,post rock,10s,ambient black metal,female vocalists,California,san francisco,United States,hipster,post metal,not black metal,hipster garbage,emo,Gay Metal,Atmospheric metal
